EEID,Full Name,First Name,Last Name,Email,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,Access
E02604,Brooklyn Collins,Brooklyn ,Collins,BCollins@scorpius.com,Sr. Manger,Finance,Corporate,Female,Black,59,10/27/2018,139208,0.11,United States,Nashville,,Standard
E00864,Samantha Aguilar,Samantha ,Aguilar,SAguilar@scorpius.com,Manager,Accounting,Speciality Products,Female,Latino,46,4/24/2010,102636,0.06,United States,Nashville,,Privileged
E03223,Ethan Joseph,Ethan ,Joseph,EJoseph@scorpius.com,IT Coordinator,IT,Research & Development,Male,Caucasian,45,5/28/2018,49219,0,United States,Nashville,,Privileged
E00364,Matthew Howard,Matthew ,Howard,MHoward@scorpius.com,Director,Human Resources,Manufacturing,Male,Caucasian,50,10/17/2021,172180,0.3,United States,Nashville,,Privileged
E03720,Genesis Hunter,Genesis ,Hunter,GHunter@scorpius.com,Manager,Finance,Corporate,Female,Caucasian,48,4/22/1999,102847,0.05,United States,Nashville,,Privileged
E03371,Jack Alexander,Jack ,Alexander,JAlexander@scorpius.com,Vice President,IT,Manufacturing,Male,Caucasian,56,5/29/2006,228822,0.36,United States,Nashville,,Privileged
E02531,Jameson Foster,Jameson ,Foster,JFoster@scorpius.com,Analyst,Marketing,Manufacturing,Male,Caucasian,28,7/18/2021,43391,0,United States,Nashville,,Standard
E02468,Ella Huang,Ella ,Huang,EHuang@scorpius.com,Vice President,Marketing,Corporate,Female,Asian,45,2/28/2016,211637,0.31,United States,Nashville,,Privileged
E01499,Liam Jordan,Liam ,Jordan,LJordan@scorpius.com,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,8/8/2020,73255,0.09,United States,Nashville,,Privileged
E03697,Isaac Woods,Isaac ,Woods,IWoods@scorpius.com,Manager,Sales,Corporate,Male,Caucasian,28,1/8/2021,108826,0.1,United States,Nashville,,Privileged
E00593,Luke Wilson,Luke ,Wilson,LWilson@scorpius.com,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,5/24/2016,94352,0,United States,Nashville,,Privileged
E01103,Lyla Alvarez,Lyla ,Alvarez,LAlvarez@scorpius.com,IT Systems Architect,IT,Research & Development,Female,Latino,55,8/30/1994,73955,0,United States,Nashville,,Privileged
E01958,Angel Lin,Angel ,Lin,ALin@scorpius.com,Network Administrator,IT,Manufacturing,Male,Asian,27,12/24/2020,92321,0,United States,Nashville,,Privileged
E01870,Easton Moore,Easton ,Moore,EMoore@scorpius.com,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,5/23/2013,99557,0.09,United States,Nashville,,Privileged
E01167,Kinsley Collins,Kinsley ,Collins,KCollins@scorpius.com,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,11/14/2018,115854,0,United States,Nashville,,Standard
E00099,Brooklyn Salazar,Brooklyn ,Salazar,BSalazar@scorpius.com,IT Systems Architect,IT,Manufacturing,Female,Latino,44,3/1/2011,82462,0,United States,Nashville,,Privileged
E00044,Scarlett Jenkins,Scarlett ,Jenkins,SJenkins@scorpius.com,Vice President,IT,Research & Development,Female,Caucasian,53,11/9/2011,198473,0.32,United States,Nashville,,Privileged
E00711,Melody Chin,Melody ,Chin,MChin@scorpius.com,Sr. Manger,Finance,Corporate,Female,Asian,43,10/15/2006,153492,0.11,United States,Nashville,,Standard
E04795,Eloise Alexander,Eloise ,Alexander,EAlexander@scorpius.com,Vice President,Human Resources,Corporate,Female,Black,28,1/21/2018,208210,0.3,United States,Nashville,,Privileged
E03912,Carter Turner,Carter ,Turner,CTurner@scorpius.com,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,11/17/2015,91632,0,United States,Nashville,,Standard
E04756,Aiden Le,Aiden ,Le,ALe@scorpius.com,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,12/24/1994,99774,0,United States,Nashville,,Privileged
E03305,Hannah King,Hannah ,King,HKing@scorpius.com,Manager,Accounting,Speciality Products,Female,Caucasian,31,10/7/2014,114911,0.07,United States,Nashville,,Privileged
E00703,Wesley Dominguez,Wesley ,Dominguez,WDominguez@scorpius.com,Engineering Manager,Engineering,Corporate,Male,Latino,45,4/27/2018,115490,0.12,United States,Nashville,,Standard
E00103,Nora Park,Nora ,Park,NPark@scorpius.com,Director,Accounting,Speciality Products,Female,Asian,29,6/28/2017,197649,0.2,United States,Nashville,,Privileged
E01194,Ella Jenkins,Ella ,Jenkins,EJenkins@scorpius.com,Analyst II,Finance,Speciality Products,Female,Caucasian,52,12/20/2019,61026,0,United States,Nashville,,Standard
E02179,Peyton Owens,Peyton ,Owens,POwens@scorpius.com,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,9/25/2014,96693,0,United States,Nashville,,Standard
E04242,Alice Lopez,Alice ,Lopez,ALopez@scorpius.com,Test Engineer,Engineering,Speciality Products,Female,Latino,48,6/27/2009,82907,0,United States,Nashville,,Standard
E03065,Ezra Ortiz,Ezra ,Ortiz,EOrtiz@scorpius.com,Quality Engineer,Engineering,Research & Development,Male,Latino,41,1/21/2012,94658,0,United States,Nashville,,Standard
E03097,Brooks Stewart,Brooks ,Stewart,BStewart@scorpius.com,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,12/19/2015,51983,0,United States,Nashville,,Standard
E02088,Skylar Ayala,Skylar ,Ayala,SAyala@scorpius.com,Sr. Manger,Finance,Corporate,Female,Latino,55,2/6/2017,144986,0.12,United States,Nashville,,Standard
E03980,Lydia Huynh,Lydia ,Huynh,LHuynh@scorpius.com,Account Representative,Sales,Speciality Products,Female,Asian,45,8/16/2000,60113,0,United States,Nashville,,Standard
E00824,Everleigh Adams,Everleigh ,Adams,EAdams@scorpius.com,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,3/14/2020,68846,0,United States,Nashville,,Standard
E04359,Layla Salazar,Layla ,Salazar,LSalazar@scorpius.com,Solutions Architect,IT,Corporate,Female,Latino,59,3/19/2014,90901,0,United States,Nashville,,Privileged
E03113,Willow Chen,Willow ,Chen,WChen@scorpius.com,Manager,Accounting,Corporate,Female,Asian,50,9/3/2012,102033,0.08,United States,Nashville,,Privileged
E01488,Penelope Griffin,Penelope ,Griffin,PGriffin@scorpius.com,Director,Sales,Manufacturing,Female,Caucasian,61,1/23/2021,151783,0.26,United States,Nashville,,Privileged
E01787,Lillian Romero,Lillian ,Romero,LRomero@scorpius.com,Director,Engineering,Corporate,Female,Latino,27,12/7/2018,170164,0.17,United States,Nashville,,Privileged
E03550,Stella Wu,Stella ,Wu,SWu@scorpius.com,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,2/20/2014,155905,0.14,United States,Nashville,,Standard
E01052,Parker Vang,Parker ,Vang,PVang@scorpius.com,Analyst,Sales,Corporate,Male,Asian,40,12/17/2016,50733,0,United States,Nashville,,Standard
E04799,Mila Roberts,Mila ,Roberts,MRoberts@scorpius.com,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,1/26/2017,88663,0,United States,Nashville,,Standard
E04128,Jacob Doan,Jacob ,Doan,JDoan@scorpius.com,Analyst II,Sales,Speciality Products,Male,Asian,55,8/2/2021,67130,0,United States,Nashville,,Standard
E00013,Raelynn Ma,Raelynn ,Ma,RMa@scorpius.com,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,10/8/2015,94876,0,United States,Nashville,,Standard
E03114,Jameson Juarez,Jameson ,Juarez,JJuarez@scorpius.com,Development Engineer,Engineering,Speciality Products,Male,Latino,62,10/9/1994,98230,0,United States,Nashville,,Standard
E04004,Everleigh Shah,Everleigh ,Shah,EShah@scorpius.com,Test Engineer,Engineering,Research & Development,Female,Asian,36,12/14/2018,96757,0,United States,Nashville,,Standard
E04472,Alexander Foster,Alexander ,Foster,AFoster@scorpius.com,Analyst II,Marketing,Manufacturing,Male,Black,35,7/3/2020,51513,0,United States,Nashville,,Standard
E00161,Ryan Ha,Ryan ,Ha,RHa@scorpius.com,Vice President,Marketing,Corporate,Male,Asian,60,1/27/2007,234311,0.37,United States,Nashville,,Privileged
E04417,Chloe Salazar,Chloe ,Salazar,CSalazar@scorpius.com,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,5/22/2011,152353,0.14,United States,Nashville,,Standard
E04536,Layla Scott,Layla ,Scott,LScott@scorpius.com,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,7/30/2010,124774,0.12,United States,Nashville,,Standard
E02857,Mason Jimenez,Mason ,Jimenez,MJimenez@scorpius.com,Sr. Manger,Finance,Speciality Products,Male,Latino,44,8/8/2019,130133,0.15,United States,Nashville,5/18/2022,Standard
E02856,Amelia Kaur,Amelia ,Kaur,AKaur@scorpius.com,Operations Engineer,Engineering,Research & Development,Female,Asian,30,11/14/2015,77442,0,United States,Nashville,,Standard
E00319,Ezra Wilson,Ezra ,Wilson,EWilson@scorpius.com,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,10/18/2013,70334,0,United States,Nashville,,Privileged
E01090,Jacob Cheng,Jacob ,Cheng,JCheng@scorpius.com,Quality Engineer,Engineering,Research & Development,Male,Asian,59,12/23/2009,78006,0,United States,Nashville,,Standard
E04323,Melody Valdez,Melody ,Valdez,MValdez@scorpius.com,Director,IT,Manufacturing,Female,Latino,28,1/25/2021,160385,0.23,United States,Nashville,5/18/2021,Privileged
E02687,Caroline Nelson,Caroline ,Nelson,CNelson@scorpius.com,Vice President,Finance,Corporate,Female,Caucasian,36,1/11/2014,202323,0.39,United States,Nashville,,Privileged
E02748,Genesis Zhu,Genesis ,Zhu,GZhu@scorpius.com,Director,Finance,Speciality Products,Female,Asian,34,7/20/2020,184960,0.18,United States,Nashville,,Privileged
E01995,Jonathan Ho,Jonathan ,Ho,JHo@scorpius.com,Vice President,IT,Manufacturing,Male,Asian,37,6/25/2011,221592,0.31,United States,Nashville,,Privileged
E01714,Savannah Park,Savannah ,Park,SPark@scorpius.com,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,1/28/2009,53301,0,United States,Nashville,,Standard
E04491,Nathan Chan,Nathan ,Chan,NChan@scorpius.com,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,3/2/2000,91276,0,United States,Nashville,,Privileged
E01076,Sofia Vu,Sofia ,Vu,SVu@scorpius.com,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,9/5/2017,140042,0.13,United States,Nashville,,Standard
E04131,Ruby Choi,Ruby ,Choi,RChoi@scorpius.com,Analyst,Accounting,Manufacturing,Female,Asian,40,12/6/2018,57225,0,United States,Nashville,,Standard
E02843,Lily Pena,Lily ,Pena,LPena@scorpius.com,Manager,Human Resources,Speciality Products,Female,Latino,55,2/24/2010,102839,0.05,United States,Nashville,,Privileged
E03758,Liam Zhang,Liam ,Zhang,LZhang@scorpius.com,Director,Marketing,Research & Development,Male,Asian,29,9/15/2021,199783,0.21,United States,Nashville,4/10/2022,Privileged
E00638,David Simmons,David ,Simmons,DSimmons@scorpius.com,Manager,Marketing,Corporate,Male,Caucasian,51,1/26/1997,104431,0.07,United States,Nashville,,Privileged
E03571,Lincoln Henderson,Lincoln ,Henderson,LHenderson@scorpius.com,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,6/27/2021,48510,0,United States,Nashville,,Standard
E01820,Nathan Miller,Nathan ,Miller,NMiller@scorpius.com,Quality Engineer,Engineering,Speciality Products,Male,Black,27,5/28/2019,70110,0,United States,Nashville,1/7/2021,Standard
E02706,Lucy Figueroa,Lucy ,Figueroa,LFigueroa@scorpius.com,Sr. Manger,Finance,Research & Development,Female,Latino,45,1/10/2016,149761,0.12,United States,Nashville,,Standard
E02478,Alexander Morris,Alexander ,Morris,AMorris@scorpius.com,Manager,Sales,Speciality Products,Male,Caucasian,33,6/21/2013,119631,0.06,United States,Nashville,,Privileged
E04170,Grayson Chin,Grayson ,Chin,GChin@scorpius.com,Vice President,IT,Research & Development,Male,Asian,26,5/9/2020,256561,0.39,United States,Nashville,,Privileged
E00929,Allison Espinoza,Allison ,Espinoza,AEspinoza@scorpius.com,Solutions Architect,IT,Speciality Products,Female,Latino,45,4/16/2020,66958,0,United States,Nashville,,Privileged
E03824,Jameson Martin,Jameson ,Martin,JMartin@scorpius.com,Technical Architect,IT,Corporate,Male,Caucasian,37,2/15/2008,71695,0,United States,Nashville,,Privileged
E02857,Valentina Davis,Valentina ,Davis,VDavis@scorpius.com,Analyst,Sales,Speciality Products,Female,Caucasian,33,4/13/2014,46878,0,United States,Nashville,,Standard
E04938,Brooklyn Daniels,Brooklyn ,Daniels,BDaniels@scorpius.com,Analyst,Marketing,Speciality Products,Female,Caucasian,64,2/10/2003,57032,0,United States,Nashville,,Standard
E01639,Everleigh Simmons,Everleigh ,Simmons,ESimmons@scorpius.com,Analyst,Finance,Manufacturing,Female,Caucasian,55,4/16/2021,48266,0,United States,Nashville,,Standard
E03947,Logan Soto,Logan ,Soto,LSoto@scorpius.com,Vice President,Finance,Research & Development,Male,Latino,36,8/18/2018,223404,0.32,United States,Nashville,,Privileged
E04535,Charlotte Vo,Charlotte ,Vo,CVo@scorpius.com,System Administrator ,IT,Speciality Products,Female,Asian,57,1/10/2014,74854,0,United States,Nashville,,Privileged
E00380,Alice Thompson,Alice ,Thompson,AThompson@scorpius.com,Vice President,Accounting,Speciality Products,Female,Caucasian,48,4/25/2007,217783,0.36,United States,Nashville,,Privileged
E02628,Nora Nelson,Nora ,Nelson,NNelson@scorpius.com,Analyst II,Finance,Manufacturing,Female,Caucasian,41,1/9/2007,50685,0,United States,Nashville,,Standard
E03578,Maverick Li,Maverick ,Li,MLi@scorpius.com,Analyst II,Sales,Research & Development,Male,Asian,34,3/10/2018,58993,0,United States,Nashville,,Standard
E03563,Ian Barnes,Ian ,Barnes,IBarnes@scorpius.com,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,6/8/2020,115765,0,United States,Nashville,2/2/2021,Standard
E02781,Athena Vu,Athena ,Vu,AVu@scorpius.com,Director,Accounting,Manufacturing,Female,Asian,63,3/6/2007,193044,0.15,United States,Nashville,,Privileged
E04739,Ruby Washington,Ruby ,Washington,RWashington@scorpius.com,Analyst,Marketing,Research & Development,Female,Black,65,6/17/2011,56686,0,United States,Nashville,6/9/2015,Standard
E02665,Bella Butler,Bella ,Butler,BButler@scorpius.com,Sr. Manger,Finance,Manufacturing,Female,Black,33,10/25/2019,131652,0.11,United States,Nashville,,Standard
E04132,Kinsley Henry,Kinsley ,Henry,KHenry@scorpius.com,Director,Marketing,Manufacturing,Female,Black,45,2/29/2008,150577,0.25,United States,Nashville,,Privileged
E03890,Everett Khan,Everett ,Khan,EKhan@scorpius.com,Solutions Architect,IT,Manufacturing,Male,Asian,43,1/18/2017,86417,0,United States,Nashville,,Privileged
E02012,Anna Han,Anna ,Han,AHan@scorpius.com,System Administrator ,IT,Research & Development,Female,Asian,65,5/8/2003,96548,0,United States,Nashville,,Privileged
E03750,Jordan Cho,Jordan ,Cho,JCho@scorpius.com,Analyst II,Accounting,Speciality Products,Male,Asian,28,8/24/2018,61410,0,United States,Nashville,,Standard
E00605,Nova Williams,Nova ,Williams,NWilliams@scorpius.com,Manager,Finance,Speciality Products,Female,Black,61,4/25/2010,110302,0.06,United States,Nashville,,Privileged
E04641,Scarlett Hill,Scarlett ,Hill,SHill@scorpius.com,Director,Engineering,Speciality Products,Female,Black,45,4/22/2018,187205,0.24,United States,Nashville,6/20/2022,Privileged
E01019,Dominic Scott,Dominic ,Scott,DScott@scorpius.com,Sr. Analyst,Sales,Corporate,Male,Caucasian,45,3/16/2011,81687,0,United States,Nashville,,Standard
E01519,Anthony Marquez,Anthony ,Marquez,AMarquez@scorpius.com,Vice President,IT,Speciality Products,Male,Latino,54,8/15/2009,241083,0.39,United States,Nashville,,Privileged
E03694,Elena Patterson,Elena ,Patterson,EPatterson@scorpius.com,Vice President,Finance,Speciality Products,Female,Black,38,11/9/2018,223805,0.36,United States,Nashville,,Privileged
E01123,Madison Nelson,Madison ,Nelson,MNelson@scorpius.com,Director,Accounting,Corporate,Female,Caucasian,27,7/16/2021,161759,0.16,United States,Nashville,,Privileged
E01366,William Walker,William ,Walker,WWalker@scorpius.com,Computer Systems Manager,IT,Research & Development,Male,Black,40,2/24/2019,95899,0.1,United States,Nashville,3/8/2021,Privileged
E04005,Lincoln Wong,Lincoln ,Wong,LWong@scorpius.com,Sr. Analyst,Finance,Corporate,Male,Asian,49,6/7/2019,80700,0,United States,Nashville,,Standard
E04018,Emery Ford,Emery ,Ford,EFord@scorpius.com,Analyst II,Marketing,Corporate,Female,Caucasian,39,4/18/2017,58745,0,United States,Nashville,,Standard
E01591,Paisley Trinh,Paisley ,Trinh,PTrinh@scorpius.com,Technical Architect,IT,Corporate,Female,Asian,57,5/4/1992,76202,0,United States,Nashville,12/18/1994,Privileged
E04940,Hudson Williams,Hudson ,Williams,HWilliams@scorpius.com,Vice President,Sales,Speciality Products,Male,Black,36,3/19/2018,195200,0.36,United States,Nashville,,Privileged
E03870,Madeline Allen,Madeline ,Allen,MAllen@scorpius.com,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,30,2/3/2020,94652,0,United States,Nashville,,Privileged
E01927,Charles Moore,Charles ,Moore,CMoore@scorpius.com,Technical Architect,IT,Manufacturing,Male,Black,34,2/16/2016,63411,0,United States,Nashville,,Privileged
E03984,Hailey Foster,Hailey ,Foster,HFoster@scorpius.com,Controls Engineer,Engineering,Manufacturing,Female,Black,55,3/21/2021,95562,0,United States,Nashville,,Standard
E00446,Hudson Hill,Hudson ,Hill,HHill@scorpius.com,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,11/4/2019,96092,0,United States,Nashville,,Standard
E02825,Wyatt Li,Wyatt ,Li,WLi@scorpius.com,Vice President,Engineering,Manufacturing,Male,Asian,63,6/3/2013,254289,0.39,United States,Nashville,,Privileged
E04174,Maverick Henry,Maverick ,Henry,MHenry@scorpius.com,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,7/10/2019,69110,0.05,United States,Nashville,,Privileged
E01899,Xavier Jackson,Xavier ,Jackson,XJackson@scorpius.com,Vice President,Marketing,Speciality Products,Male,Caucasian,52,6/11/2002,236314,0.34,United States,Nashville,,Privileged
E02562,Christian Medina,Christian ,Medina,CMedina@scorpius.com,Analyst,Marketing,Corporate,Male,Latino,51,6/19/2007,45206,0,United States,Nashville,,Standard
E01006,Autumn Leung,Autumn ,Leung,ALeung@scorpius.com,Vice President,Finance,Research & Development,Female,Asian,25,11/15/2021,210708,0.33,United States,Nashville,,Privileged
E02903,Robert Vazquez,Robert ,Vazquez,RVazquez@scorpius.com,System Administrator ,IT,Corporate,Male,Latino,40,9/26/2021,87770,0,United States,Nashville,,Privileged
E03642,Aria Roberts,Aria ,Roberts,ARoberts@scorpius.com,Manager,Accounting,Corporate,Female,Caucasian,38,8/12/2015,106858,0.05,United States,Nashville,,Privileged
E02884,Axel Johnson,Axel ,Johnson,AJohnson@scorpius.com,Director,Human Resources,Corporate,Male,Caucasian,60,4/14/2015,155788,0.17,United States,Nashville,,Privileged
E04720,Christopher Chung,Christopher ,Chung,CChung@scorpius.com,Controls Engineer,Engineering,Corporate,Male,Asian,28,12/18/2021,95670,0,United States,Nashville,,Standard
E01985,Eliana Turner,Eliana ,Turner,ETurner@scorpius.com,Account Representative,Sales,Research & Development,Female,Black,65,9/29/2000,67837,0,United States,Nashville,,Standard
E02415,Penelope Gonzalez,Penelope ,Gonzalez,PGonzalez@scorpius.com,Sr. Analyst,Sales,Corporate,Female,Latino,52,10/16/1994,93103,0,United States,Nashville,,Standard
E02877,Mila Allen,Mila ,Allen,MAllen@scorpius.com,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,10/14/2015,76272,0,United States,Nashville,10/22/2021,Standard
E00091,Emilia Chu,Emilia ,Chu,EChu@scorpius.com,Analyst II,Finance,Manufacturing,Female,Asian,48,6/24/2003,55760,0,United States,Nashville,,Standard
E02563,Emily Clark,Emily ,Clark,EClark@scorpius.com,Vice President,Accounting,Corporate,Female,Caucasian,36,1/13/2020,253294,0.4,United States,Nashville,,Privileged
E04221,Roman King,Roman ,King,RKing@scorpius.com,Analyst II,Finance,Corporate,Male,Caucasian,60,8/16/2007,58671,0,United States,Nashville,,Standard
E04887,Emery Do,Emery ,Do,EDo@scorpius.com,Account Representative,Sales,Research & Development,Female,Asian,40,3/16/2018,55457,0,United States,Nashville,,Standard
E03170,Autumn Thao,Autumn ,Thao,AThao@scorpius.com,Account Representative,Sales,Manufacturing,Female,Asian,63,9/26/2017,72340,0,United States,Nashville,4/3/2019,Standard
E01636,Naomi Coleman,Naomi ,Coleman,NColeman@scorpius.com,Manager,Marketing,Corporate,Female,Caucasian,29,11/2/2016,122054,0.06,United States,Nashville,,Privileged
E01363,Ayla Daniels,Ayla ,Daniels,ADaniels@scorpius.com,Technical Architect,IT,Corporate,Female,Caucasian,53,4/23/1997,78153,0,United States,Nashville,,Privileged
E02249,Allison Daniels,Allison ,Daniels,ADaniels@scorpius.com,Manager,Finance,Manufacturing,Female,Caucasian,37,4/14/2020,103524,0.09,United States,Nashville,,Privileged
E02987,Mateo Harris,Mateo ,Harris,MHarris@scorpius.com,Manager,IT,Corporate,Male,Caucasian,30,8/5/2017,119906,0.05,United States,Nashville,,Privileged
E03655,Samantha Rogers,Samantha ,Rogers,SRogers@scorpius.com,Analyst,Marketing,Speciality Products,Female,Caucasian,28,1/17/2020,45061,0,United States,Nashville,,Standard
E04048,Julian Lee,Julian ,Lee,JLee@scorpius.com,IT Systems Architect,IT,Corporate,Male,Asian,51,1/17/2003,91399,0,United States,Nashville,,Privileged
E03626,Nicholas Avila,Nicholas ,Avila,NAvila@scorpius.com,Enterprise Architect,IT,Research & Development,Male,Latino,28,9/28/2017,97336,0,United States,Nashville,,Privileged
E03694,Hailey Watson,Hailey ,Watson,HWatson@scorpius.com,Sr. Manger,Accounting,Corporate,Female,Black,31,1/20/2017,124629,0.1,United States,Nashville,,Standard
E02920,Willow Woods,Willow ,Woods,WWoods@scorpius.com,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,7/25/2021,231850,0.39,United States,Nashville,,Privileged
E03220,Alexander Gonzales,Alexander ,Gonzales,AGonzales@scorpius.com,Manager,Accounting,Research & Development,Male,Latino,34,6/4/2018,128329,0.08,United States,Nashville,,Privileged
E03968,Joshua Chin,Joshua ,Chin,JChin@scorpius.com,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,7/26/2021,121480,0.14,United States,Nashville,,Standard
E04299,Paisley Hall,Paisley ,Hall,PHall@scorpius.com,Director,Human Resources,Speciality Products,Female,Caucasian,41,5/21/2010,153275,0.24,United States,Nashville,,Privileged
E01150,Allison Leung,Allison ,Leung,ALeung@scorpius.com,Sr. Analyst,Sales,Research & Development,Female,Asian,62,5/18/2020,97830,0,United States,Nashville,,Standard
E03774,Hannah Mejia,Hannah ,Mejia,HMejia@scorpius.com,Vice President,Marketing,Corporate,Female,Latino,47,3/13/1999,239394,0.32,United States,Nashville,,Privileged
E01877,Abigail Garza,Abigail ,Garza,AGarza@scorpius.com,Analyst,Accounting,Manufacturing,Female,Latino,33,5/27/2018,45049,0,United States,Nashville,,Standard
E00440,Adeline Thao,Adeline ,Thao,AThao@scorpius.com,Vice President,Finance,Corporate,Female,Asian,54,9/5/2007,183239,0.32,United States,Nashville,,Privileged
E00145,Kinsley Dixon,Kinsley ,Dixon,KDixon@scorpius.com,Analyst,Accounting,Manufacturing,Female,Caucasian,28,5/25/2019,45819,0,United States,Nashville,,Standard
E04150,Natalia Vu,Natalia ,Vu,NVu@scorpius.com,Analyst,Accounting,Research & Development,Female,Asian,54,12/29/2006,55518,0,United States,Nashville,,Standard
E04247,Camila Evans,Camila ,Evans,CEvans@scorpius.com,Manager,Marketing,Research & Development,Female,Black,55,12/20/1992,113950,0.09,United States,Nashville,,Privileged
E02613,Everly Lai,Everly ,Lai,ELai@scorpius.com,Vice President,Marketing,Speciality Products,Female,Asian,52,4/1/1998,182035,0.3,United States,Nashville,,Privileged
E03648,Vivian Hunter,Vivian ,Hunter,VHunter@scorpius.com,Account Representative,Sales,Corporate,Female,Black,26,8/21/2019,66084,0,United States,Nashville,,Standard
E03981,Eliana Li,Eliana ,Li,ELi@scorpius.com,Test Engineer,Engineering,Research & Development,Female,Asian,63,5/7/2018,67987,0,United States,Nashville,,Standard
E03262,Logan Mitchell,Logan ,Mitchell,LMitchell@scorpius.com,Analyst II,Marketing,Manufacturing,Male,Caucasian,65,8/20/2005,59833,0,United States,Nashville,,Standard
E02716,Dominic Dinh,Dominic ,Dinh,DDinh@scorpius.com,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,4/11/2005,128468,0.11,United States,Nashville,,Standard
E00245,Lucas Daniels,Lucas ,Daniels,LDaniels@scorpius.com,Manager,Sales,Corporate,Male,Black,42,5/29/2011,102440,0.06,United States,Nashville,,Privileged
E04123,Andrew Holmes,Andrew ,Holmes,AHolmes@scorpius.com,Vice President,IT,Speciality Products,Male,Black,59,12/30/2010,246619,0.36,United States,Nashville,,Privileged
E03471,Julia Sandoval,Julia ,Sandoval,JSandoval@scorpius.com,Manager,Human Resources,Corporate,Female,Latino,42,11/19/2017,101143,0.06,United States,Nashville,,Privileged
E01966,Thomas Williams,Thomas ,Williams,TWilliams@scorpius.com,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,11/21/2015,87292,0,United States,Nashville,,Standard
E03694,Eli Reed,Eli ,Reed,EReed@scorpius.com,Systems Analyst,IT,Corporate,Male,Caucasian,51,2/27/2014,53929,0,United States,Nashville,12/22/2017,Privileged
E04766,Lyla Yoon,Lyla ,Yoon,LYoon@scorpius.com,Vice President,Accounting,Manufacturing,Female,Asian,38,12/13/2012,191571,0.32,United States,Nashville,,Privileged
E01465,Hannah White,Hannah ,White,HWhite@scorpius.com,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,1/30/2009,150555,0.13,United States,Nashville,,Standard
E04088,Ezra Liang,Ezra ,Liang,ELiang@scorpius.com,Vice President,Finance,Research & Development,Male,Asian,52,5/26/1997,216999,0.37,United States,Nashville,,Privileged
E03227,Eli Richardson,Eli ,Richardson,ERichardson@scorpius.com,IT Coordinator,IT,Speciality Products,Male,Caucasian,38,4/19/2015,48762,0,United States,Nashville,,Privileged
E00607,Jameson Allen,Jameson ,Allen,JAllen@scorpius.com,Director,Marketing,Speciality Products,Male,Caucasian,32,11/28/2016,177443,0.16,United States,Nashville,,Privileged
E02258,Eliza Chen,Eliza ,Chen,EChen@scorpius.com,Enterprise Architect,IT,Research & Development,Female,Asian,36,4/29/2016,75862,0,United States,Nashville,,Privileged
E03681,Lyla Chen,Lyla ,Chen,LChen@scorpius.com,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,45,4/26/2019,90870,0,United States,Nashville,,Standard
E02298,Emily Doan,Emily ,Doan,EDoan@scorpius.com,Engineering Manager,Engineering,Corporate,Female,Asian,32,12/4/2014,99202,0.11,United States,Nashville,,Standard
E02440,Grayson Turner,Grayson ,Turner,GTurner@scorpius.com,Solutions Architect,IT,Corporate,Male,Caucasian,54,6/30/1992,63196,0,United States,Nashville,10/26/2014,Privileged
E03579,Robert Zhang,Robert ,Zhang,RZhang@scorpius.com,Vice President,Marketing,Corporate,Male,Asian,45,9/24/2015,202680,0.32,United States,Nashville,8/17/2022,Privileged
E00170,Claire Adams,Claire ,Adams,CAdams@scorpius.com,Director,Sales,Manufacturing,Female,Black,61,8/19/1997,159567,0.28,United States,Nashville,,Privileged
E00810,Hunter Nunez,Hunter ,Nunez,HNunez@scorpius.com,Vice President,Human Resources,Corporate,Male,Latino,62,8/16/2002,234594,0.33,United States,Nashville,,Privileged
